committee,date,alderman,status,period,total_absences,,date,,
Committee on Housing and Real Estate,12/7/15 0:00,"Cardenas, George A.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Dowell, Pat",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Harris, Michelle A.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Lopez, Raymond A.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Mell, Deborah",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Mitchell, Gregory I.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Moore, David H.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Moore, Joseph",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Pawar, Ameya",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Reboyras, Ariel",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Sadlowski Garza, Susan",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Scott, Jr. Michael",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Reilly, Brendan",20,10,11,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Brookins, Jr., Howard",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Burke, Edward M.",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Burnett, Jr., Walter",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Cardenas, George A.",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Harris, Michelle A.",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Laurino, Margaret",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Mell, Deborah",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Moore, David H.",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Moreno, Proco Joe",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Pawar, Ameya",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Austin, Carrie M.",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Cappleman, James",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Foulkes, Toni",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"O'Shea, Matthew J.",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Solis, Daniel",20,10,,,40883,,
"Committee on Zoning, Landmarks and Building Standards",12/7/15 0:00,"Tunney, Thomas",20,10,,,40883,,
Committee on Budget and Government Operations,12/8/15 0:00,"Austin, Carrie M.",20,10,0,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Beale, Anthony",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Brookins, Jr., Howard",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Burke, Edward M.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Burnett, Jr., Walter",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Burns, William D.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Cappleman, James",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Cardenas, George A.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Cochran, Willie",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Curtis, Derrick G.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Dowell, Pat",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Ervin, Jason C.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Hairston, Leslie A.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Harris, Michelle A.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Hopkins, Brian",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Laurino, Margaret",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Mell, Deborah",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Mitts, Emma",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Moore, Joseph",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Munoz, Ricardo",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"O'Connor, Patrick",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"O'Shea, Matthew J.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Osterman, Harry",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Pawar, Ameya",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Quinn, Marty",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Reboyras, Ariel",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Reilly, Brendan",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Santiago, Milagros S.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Sawyer, Roderick T.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Scott, Jr. Michael",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Silverstein, Debra L.",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Solis, Daniel",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Tunney, Thomas",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Waguespack, Scott",20,10,,,40884,,
Committee on Budget and Government Operations,12/8/15 0:00,"Zalewski, Michael R.",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Sawyer, Roderick T.",20,10,6,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Arena, John",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Cappleman, James",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Harris, Michelle A.",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Maldonado, Roberto",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Moore, David H.",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Cochran, Willie",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Mitchell, Gregory I.",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Mitts, Emma",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"O'Shea, Matthew J.",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Quinn, Marty",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Reboyras, Ariel",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Scott, Jr. Michael",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Silverstein, Debra L.",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Smith, Michele",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Taliaferro, Chris",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Tunney, Thomas",20,10,,,40884,,
Committee on License and Consumer Protection,12/8/15 0:00,"Waguespack, Scott",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Taliaferro, Chris",20,10,7,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Burns, William D.",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Ervin, Jason C.",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Lopez, Raymond A.",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Reilly, Brendan",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Sadlowski Garza, Susan",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Santiago, Milagros S.",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Beale, Anthony",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Dowell, Pat",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Mell, Deborah",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Napolitano, Anthony V.",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"O'Shea, Matthew J.",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Quinn, Marty",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Smith, Michele",20,10,,,40884,,
Committee on Transportation and Public Way,12/8/15 0:00,"Villegas, Gilbert",20,10,,,40884,,
City Council,12/9/15 0:00,"Arena, John",20,10,0,,40885,,
City Council,12/9/15 0:00,"Austin, Carrie M.",20,10,,,40885,,
City Council,12/9/15 0:00,"Beale, Anthony",20,10,,,40885,,
City Council,12/9/15 0:00,"Brookins, Jr., Howard",20,10,,,40885,,
City Council,12/9/15 0:00,"Burke, Edward M.",20,10,,,40885,,
City Council,12/9/15 0:00,"Burnett, Jr., Walter",20,10,,,40885,,
City Council,12/9/15 0:00,"Burns, William D.",20,10,,,40885,,
City Council,12/9/15 0:00,"Cappleman, James",20,10,,,40885,,
City Council,12/9/15 0:00,"Cardenas, George A.",20,10,,,40885,,
City Council,12/9/15 0:00,"Cochran, Willie",20,10,,,40885,,
City Council,12/9/15 0:00,"Curtis, Derrick G.",20,10,,,40885,,
City Council,12/9/15 0:00,"Dowell, Pat",20,10,,,40885,,
City Council,12/9/15 0:00,"Ervin, Jason C.",20,10,,,40885,,
City Council,12/9/15 0:00,"Foulkes, Toni",20,10,,,40885,,
City Council,12/9/15 0:00,"Hairston, Leslie A.",20,10,,,40885,,
City Council,12/9/15 0:00,"Harris, Michelle A.",20,10,,,40885,,
City Council,12/9/15 0:00,"Hopkins, Brian",20,10,,,40885,,
City Council,12/9/15 0:00,"Laurino, Margaret",20,10,,,40885,,
City Council,12/9/15 0:00,"Lopez, Raymond A.",20,10,,,40885,,
City Council,12/9/15 0:00,"Maldonado, Roberto",20,10,,,40885,,
City Council,12/9/15 0:00,"Mell, Deborah",20,10,,,40885,,
City Council,12/9/15 0:00,"Mitchell, Gregory I.",20,10,,,40885,,
City Council,12/9/15 0:00,"Mitts, Emma",20,10,,,40885,,
City Council,12/9/15 0:00,"Moore, David H.",20,10,,,40885,,
City Council,12/9/15 0:00,"Moore, Joseph",20,10,,,40885,,
City Council,12/9/15 0:00,"Moreno, Proco Joe",20,10,,,40885,,
City Council,12/9/15 0:00,"Munoz, Ricardo",20,10,,,40885,,
City Council,12/9/15 0:00,"Napolitano, Anthony V.",20,10,,,40885,,
City Council,12/9/15 0:00,"O'Connor, Patrick",20,10,,,40885,,
City Council,12/9/15 0:00,"O'Shea, Matthew J.",20,10,,,40885,,
City Council,12/9/15 0:00,"Osterman, Harry",20,10,,,40885,,
City Council,12/9/15 0:00,"Pawar, Ameya",20,10,,,40885,,
City Council,12/9/15 0:00,"Quinn, Marty",20,10,,,40885,,
City Council,12/9/15 0:00,"Ramirez-Rosa, Carlos",20,10,,,40885,,
City Council,12/9/15 0:00,"Reboyras, Ariel",20,10,,,40885,,
City Council,12/9/15 0:00,"Reilly, Brendan",20,10,,,40885,,
City Council,12/9/15 0:00,"Sadlowski Garza, Susan",20,10,,,40885,,
City Council,12/9/15 0:00,"Santiago, Milagros S.",20,10,,,40885,,
City Council,12/9/15 0:00,"Sawyer, Roderick T.",20,10,,,40885,,
City Council,12/9/15 0:00,"Scott, Jr. Michael",20,10,,,40885,,
City Council,12/9/15 0:00,"Silverstein, Debra L.",20,10,,,40885,,
City Council,12/9/15 0:00,"Smith, Michele",20,10,,,40885,,
City Council,12/9/15 0:00,"Solis, Daniel",20,10,,,40885,,
City Council,12/9/15 0:00,"Sposato, Nicholas",20,10,,,40885,,
City Council,12/9/15 0:00,"Taliaferro, Chris",20,10,,,40885,,
City Council,12/9/15 0:00,"Thompson, Patrick D.",20,10,,,40885,,
City Council,12/9/15 0:00,"Tunney, Thomas",20,10,,,40885,,
City Council,12/9/15 0:00,"Villegas, Gilbert",20,10,,,40885,,
City Council,12/9/15 0:00,"Waguespack, Scott",20,10,,,40885,,
City Council,12/9/15 0:00,"Zalewski, Michael R.",20,10,,,40885,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Solis, Daniel",21,11,8,,40912,,40912
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Austin, Carrie M.",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Brookins, Jr., Howard",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Burke, Edward M.",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Cardenas, George A.",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Harris, Michelle A.",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Moore, David H.",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Reilly, Brendan",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Burnett, Jr., Walter",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Cappleman, James",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Foulkes, Toni",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Laurino, Margaret",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Mell, Deborah",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Moreno, Proco Joe",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"O'Shea, Matthew J.",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Pawar, Ameya",21,11,,,40912,,
"Committee on Zoning, Landmarks and Building Standards",1/5/16 0:00,"Tunney, Thomas",21,11,,,40912,,
Committee on Transportation and Public Way,1/6/16 0:00,"Sadlowski Garza, Susan",21,11,5,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Burns, William D.",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Ervin, Jason C.",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Lopez, Raymond A.",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Reilly, Brendan",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Beale, Anthony",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Dowell, Pat",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Mell, Deborah",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Napolitano, Anthony V.",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"O'Shea, Matthew J.",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Quinn, Marty",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Santiago, Milagros S.",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Smith, Michele",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Taliaferro, Chris",21,11,,,40913,,
Committee on Transportation and Public Way,1/6/16 0:00,"Villegas, Gilbert",21,11,,,40913,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Zalewski, Michael R.",21,11,39,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Arena, John",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Austin, Carrie M.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Beale, Anthony",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Brookins, Jr., Howard",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Burke, Edward M.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Burnett, Jr., Walter",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Burns, William D.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Cappleman, James",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Cochran, Willie",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Dowell, Pat",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Ervin, Jason C.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Foulkes, Toni",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Hairston, Leslie A.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Hopkins, Brian",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Laurino, Margaret",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Maldonado, Roberto",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Mitchell, Gregory I.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Mitts, Emma",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Moore, David H.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Moore, Joseph",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Moreno, Proco Joe",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Munoz, Ricardo",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Napolitano, Anthony V.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"O'Connor, Patrick",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"O'Shea, Matthew J.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Osterman, Harry",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Reboyras, Ariel",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Reilly, Brendan",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Sadlowski Garza, Susan",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Sawyer, Roderick T.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Silverstein, Debra L.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Solis, Daniel",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Sposato, Nicholas",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Taliaferro, Chris",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Thompson, Patrick D.",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Tunney, Thomas",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Villegas, Gilbert",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Waguespack, Scott",21,11,,,40918,,
"Committee on Committees, Rules and Ethics",1/11/16 0:00,"Cardenas, George A.",21,11,,,40918,,
